Country,State,Year,Month,Calendar Day,City,Quality Of Air,"Index Value Of Air (UOM:Number), Scaling Factor:1"
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Anatapur,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Chittor,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Eluru,Satisfactory,52
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Guntur,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kadapa,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kakinada,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kurnool,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nellore,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ongole,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Srikakulam,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Vizianagaram,Satisfactory,69
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Itanagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bongaigaon,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Daranga,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dibrugarh,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Golaghat,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Magherita,Good,34
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nagaon,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nalbari,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,North Lakhimpur,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Silcher,Satisfactory,55
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sivasagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tezpur,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tinsukia,Good,44
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bilaspur,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Durg-Bhillainagar,Satisfactory,70
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Korba,Satisfactory,62
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Raigarh,Satisfactory,73
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Raipur,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Amona,Satisfactory,81
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Assanora,Satisfactory,72
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bicholim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Codli,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Cuncolim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Honda,Satisfactory,94
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kundaim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mapusa,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Margao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Marmagao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Panaji,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ponda,Satisfactory,76
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sanguem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tilamol,Satisfactory,95
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tuem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Usgao-Pale,Moderate,102
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Vasco,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jamnagar,Moderate,107
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rajkot,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Surat,Moderate,104
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Vadodara,Moderate,111
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Baddi,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Damtal,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dharamshala,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kala Amb,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Manali,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nalagarh,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Parwanoo,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Poanta Sahib,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Shimla,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sunder Nagar,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Una,Satisfactory,58
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Vashisht,,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jammu,,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Pulwama,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Barajamda,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dhanbad,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jamshedpur,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jharia,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ranchi,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Saraikela,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Belgaum,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Chitradurga,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mandya,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tumkuru,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Alappuzha,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kottayam,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mallappuram,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Palakkad,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Pathanamthitta,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Wayanad,,
India,Ladakh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jammu,,
India,Ladakh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Pulwama,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Amlai,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Chindwara,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nagda,Satisfactory,63
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Akola,Satisfactory,73
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ambernath,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Amravati,Satisfactory,69
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Badlapur,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bhiwandi,Satisfactory,69
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jalgaon,Satisfactory,59
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jalna,Satisfactory,92
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kolhapur,Moderate,106
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Latur,Satisfactory,68
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Pimpri-Chinchwad,Moderate,135
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sangli,Moderate,119
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ulhas Nagar,,
India,Manipur,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Imphal,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Byrnihat,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dawki,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Khlihriat,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nongstoin,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tura,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Umaim,,
India,Mizoram,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Champhai,,
India,Mizoram,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kolasib,,
India,Nagaland,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dimapur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Angul,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Balasore,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Berhampur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bhubaneshwar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Cuttack,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jharsuguda,Satisfactory,77
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kalinga Nagar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Konark,Satisfactory,88
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Paradeep,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Puri,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rayagada,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rourkela,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sambalpur,Satisfactory,60
India,Puducherry,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Karaikal,Satisfactory,54
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Aspal Khurd (Tapa),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bara Pind (Goraya),Satisfactory,93
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Changal (Sangrur),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dera Bassi,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Fatehpur (Samana),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jaito Sarja (Batala),Satisfactory,93
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kharaori (Sirhind),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mureedke (Batala),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Naudhrani (Malerkotla),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Peer Mohammad,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rakhra (Patiala),,
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bharatpur,VeryPoor,323
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Chittorgargh,Moderate,108
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Chungthang,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Gangtok,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mangan,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Namchi,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Pelling,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rangpo,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ravangla,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Singtam,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Cuddalore,Satisfactory,57
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Madurai,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mettur,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Salem,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Trichy,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Karimnagar,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Khammam,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kothur,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nalgonda,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Nizamabad,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Patencheru,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ramagundum,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sangareddy,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Warangal,,
India,Tripura,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Agartala,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Anpara,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bareily,Sever,445
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Firozabad,Poor,239
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Gajroula,VeryPoor,336
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Gorakhpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jhansi,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Khurja,Poor,241
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Mathura,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Raibareli,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Saharanpur,Moderate,173
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Unnao,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dehradun,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Haldwani,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kashipur,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rishikesh,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rudrapur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Amtala,Moderate,125
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Baharampur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Balurghat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bankura,Satisfactory,89
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Barasat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bardhaman,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Barrckpore,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Baruipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Bolpur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Chinsura,Satisfactory,69
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Coochbihar,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Dankuni,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Darjeeling,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ghatal,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Jalpaiguri,Moderate,112
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kalyani,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Kharagpur,Moderate,140
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Krishnanagar,Satisfactory,66
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Malda,Moderate,131
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Medinipur,Moderate,105
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Purulia,Satisfactory,84
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Raigunj,Moderate,111
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rampurhat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Ranaghat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Raniganj,Moderate,118
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Rishra,Satisfactory,76
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Sankrail,Moderate,157
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Suri,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tamluk,Moderate,142
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Tribeni,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-25,Uluberia,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Anatapur,Satisfactory,74
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Chittor,Moderate,110
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Eluru,Satisfactory,54
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Guntur,Satisfactory,60
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Kadapa,Satisfactory,71
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Kakinada,Satisfactory,98
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Kurnool,Satisfactory,74
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Nellore,Satisfactory,62
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Ongole,Satisfactory,57
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Srikakulam,Satisfactory,98
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Vizianagaram,Satisfactory,65
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Itanagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Bongaigaon,Good,41
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Daranga,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Dibrugarh,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Golaghat,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Magherita,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Nagaon,Moderate,149
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Nalbari,Satisfactory,73
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,North Lakhimpur,Satisfactory,59
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Silcher,Good,37
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Sivasagar,Satisfactory,63
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Tezpur,Satisfactory,78
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Tinsukia,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Bilaspur,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Durg-Bhillainagar,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Korba,Satisfactory,56
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Raigarh,Satisfactory,71
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Raipur,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Amona,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Assanora,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Bicholim,Satisfactory,81
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Codli,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Cuncolim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Honda,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Kundaim,Satisfactory,84
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Mapusa,Satisfactory,74
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Margao,Satisfactory,78
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Marmagao,Satisfactory,67
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Panaji,Satisfactory,98
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Ponda,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Sanguem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Tilamol,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Tuem,Satisfactory,74
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Usgao-Pale,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Vasco,Satisfactory,59
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Jamnagar,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Rajkot,Moderate,114
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Surat,Satisfactory,97
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Vadodara,Moderate,112
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Baddi,Moderate,144
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Damtal,Satisfactory,75
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Dharamshala,Satisfactory,61
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Kala Amb,Satisfactory,55
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Manali,Good,36
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Nalagarh,Moderate,112
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Parwanoo,Good,48
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Poanta Sahib,Satisfactory,100
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Shimla,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Sunder Nagar,Good,39
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Una,Satisfactory,57
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-24,Vashisht,,
